ec_code,ec_description
75113060,"Lettuce, Boston, raw, deer tongue lettuce, native lettuce, red leaf lettuce, Bibb"
11250,"Lettuce, butterhead (includes boston and bibb types), raw"
75220051,"Lettuce, cooked, with or without fat"
11251,"Lettuce, cos or romaine, raw"
89902020,"Lettuce, for use on a sandwich, all kinds"
11253,"Lettuce, green leaf, raw"
11252,"Lettuce, iceberg (includes crisphead types), raw"
75113000,"Lettuce, raw"
75113000,"Lettuce, raw, lettuce, NFS, iceberg"
11257,"Lettuce, red leaf, raw"
75143050,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing"
75143000,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing, lettuce salad, NFS, Burger King Side Salad, Hardee's Side Salad, McDonald's Side Salad, Wendy's Side Salad"
75143100,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing"
75143200,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing"
75143350,"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing, McDonald's Garden Salad"
75143300,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing"
75144100,"Lettuce, wilted, with bacon dressing"
91721000,"Licorice, Good and Plenty, Twizzlers, Twizzlers Nibs Cherry Bits, Twizzler Bites, Sour Punch"
11551050,"Licuado or Batido, milk fruit drink"
13140115,"Light ice cream bar, chocolate, stick, other flavors, fat or sugar free, reduced fat or sugar, with nuts, with or without chocolate coating"
13140100,"Light ice cream bar, vanilla, chocolate coated, stick, other flavors, fat or sugar free, reduced fat or sugar, light Klondike Bar, with nuts"
13140000,"Light ice cream bar, vanilla, stick, other flavors, fat or sugar free, reduced fat or sugar, coatings other than chocolate"
13142110,"Light ice cream cone, chocolate, prepackaged, any topping, fat or sugar free, reduced fat or sugar"
13142100,"Light ice cream cone, vanilla, prepackaged, light sundae cone, other flavors, swirl, any topping, fat or sugar free, reduced fat or sugar"
13135010,"Light ice cream sandwich, chocolate, Skinny Cow, Weight Watchers, fat or sugar free, reduced fat or sugar"
13135000,"Light ice cream sandwich, vanilla, Skinny Cow, Weight Watchers, other flavors, NS as to flavor, fat or sugar free, reduced fat or sugar"
13130310,"Light ice cream, chocolate"
13130310,"Light ice cream, chocolate, fat or sugar free, reduced fat or sugar, in a cup, scoop"
1302,"Light ice cream, Creamsicle"
13130100,"Light ice cream, NFS"
21413,"Light Ice Cream, soft serve, blended with cookie pieces"
21412,"Light Ice Cream, soft serve, blended with milk chocolate candies"
13130300,"Light ice cream, vanilla"
13130300,"Light ice cream, vanilla, other flavors, swirl, ice cream with sorbet or sherbet, fat or sugar free, reduced fat or sugar, in a cup, scoop"
41601040,"Lima bean soup, home recipe, canned or ready-to-serve"
75301120,"Lima beans and corn, cooked, fat added, succotash, NS as to fat added, from restaurant"
75301110,"Lima beans and corn, cooked, no added fat, succotash, cooking spray"
75204023,"Lima beans, from canned, butter beans, with or without fat, NS as to meat"
41103010,"Lima beans, from dried"
41103010,"Lima beans, from dried, butter beans, with or without fat, NS as to meat"
75204022,"Lima beans, from frozen, fat added, butter beans, NS as to fat, NS as to meat"
75204012,"Lima beans, from frozen, no added fat, butter beans"
11032,"Lima beans, immature seeds, cooked, boiled, drained, without salt"
11040,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt"
11038,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt"
16072,"Lima beans, large, mature seeds, cooked, boiled, without salt"
41102990,"Lima beans, NFS, butter beans"
61207200,"Lime juice, 100%, canned or bottled, frozen, Real Lime"
61207010,"Lime juice, 100%, freshly squeezed"
61207000,"Lime juice, 100%, NS as to form"
9161,"Lime juice, canned or bottled, unsweetened"
9160,"Lime juice, raw"
63403150,"Lime souffle, other citrus fruits"
61116010,"Lime, raw"
9159,"Limes, raw"
58304400,"Linguini with vegetables and seafood in white wine sauce, diet frozen meal, Budget Gourmet Linguini with Scallops and Clams"
93301450,"Liqueur with cream, Bailey's Irish Cream, Kahlua and cream"
41601200,"Liquid from stewed kidney beans, Puerto Rican style, caldo de habichuelas coloradas"
9164,"Litchis, raw"
27260510,Liver dumpling
25112200,"Liver paste or pate, chicken, pate, NFS, pork and/or calves liver pate"
27460750,"Liver, beef or calves, and onions"
27460710,"Livers, chicken, chopped, with eggs and onion"
25230560,"Liverwurst, liver cheese, Braunschweiger, liver sausage, liver loaf, liver  pudding, liver bacon, goose bacon, goose liver sausage, liver mush"
58136120,"Lo mein, meatless, vegetable or vegetarian lo mein"
58136110,"Lo mein, NFS"
58136150,"Lo mein, with beef"
58136160,"Lo mein, with chicken, turkey"
58136140,"Lo mein, with pork"
58136130,"Lo mein, with shrimp, Lo mein with seafood"
28355250,Lobster bisque
28355260,Lobster gumbo
27150060,"Lobster newburg, lobster thermidor, lobster with cream or white sauce"
27450020,"Lobster salad, made with any dressing"
27250260,"Lobster with bread stuffing, baked"
27150070,"Lobster with butter sauce, lobster Norfolk"
27451030,"Lobster with sauce, Puerto Rican style, Langosta a la criolla"
26311120,"Lobster, baked or broiled, fat added, sauteed, fried with no coating, spiny lobster, rock lobster, NS as to fat"
26311121,"Lobster, baked or broiled, no added fat, sauteed, fried with no coating, spiny lobster, rock lobster"
26311180,"Lobster, canned"
26311170,"Lobster, coated, baked or broiled, fat added, spiny lobster, rock lobster, NS as to fat"
26311171,"Lobster, coated, baked or broiled, no added fat, spiny lobster, rock lobster"
26311140,"Lobster, coated, fried, spiny lobster, rock lobster, fried, NS as to coating"
26311110,"Lobster, cooked, NS as to cooking method, spiny lobster, rock lobster"
26311160,"Lobster, steamed or boiled, spiny lobster, rock lobster"
27450310,Lomi salmon
93301360,Long Island iced tea
56116990,"Long rice noodles, made from mung beans, cooked"
56116990,"Long rice noodles, made from mung beans, cooked, transparent noodles, cellophane noodles"
11255,"Lotus root, cooked, boiled, drained, without salt"
75218501,"Lotus root, cooked, with or without fat"
75220101,"Luffa, cooked, Chinese okra, with or without fat"
27560000,"Luncheon meat sandwich, NFS, with spread"
25230610,"Luncheon meat, loaf type, olive, pickle, or pimiento loaf, old fashioned loaf, Dutch loaf, pepperloaf, praski, honey loaf, veal loaf"
25230110,"Luncheon meat, NFS, cold cut, NFS"
7908,"Luncheon meat, pork with ham, minced, canned, includes Spam (Hormel)"
7906,"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium"
41811600,"Luncheon slice, meatless-beef, chicken, salami or turkey, vegetarian ham, Wham, Loma Linda, Worthington, meat substitute"
43131,"Luncheon slices, meatless"
63126510,Lychee
91700500,M&M's Almond Chocolate Candies
91746100,"M&M's Milk Chocolate Candies, ""M & M's"" Mint Chocolate Candies, ""M & M's"" Mini Baking Bits"
91731060,M&M's Peanut Butter Chocolate Candies
91731010,M&M's Peanut Chocolate Candies
91746200,M&M's Pretzel Chocolate Candies
42109100,"Macadamia nuts, all, NFS"
22959,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked"
58508000,"Macaroni and cheese, baby food, strained, Earth's Best Dinner, Gerber Second Foods Dinner"
58508300,"Macaroni and cheese, baby food, toddler, Gerber Graduates Pasta Shells and Cheese"
22247,"Macaroni and Cheese, canned entree"
58302000,"Macaroni and cheese, diet frozen meal, Lean Cuisine Macaroni and Cheese"
58145110,Macaroni or noodles with cheese
58145190,Macaroni or noodles with cheese and chicken or turkey
58145170,Macaroni or noodles with cheese and egg
58145160,Macaroni or noodles with cheese and frankfurters or hot dogs
58145135,"Macaroni or noodles with cheese and meat, beef, pork or ham"
58145136,"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix, beef, pork or ham, Cheeseburger Macaroni, Cheesy Italian"
58145140,Macaroni or noodles with cheese and tomato
58145120,"Macaroni or noodles with cheese and tuna, Tuna Helper Cheesy Noodles 'n' Tuna, Tuna Helper Tuna Au gratin"
58145113,"Macaroni or noodles with cheese, canned, Franco-American"
58145117,"Macaroni or noodles with cheese, Easy Mac type"
58145111,"Macaroni or noodles with cheese, from restaurant, fast food, other place"
58145110,"Macaroni or noodles with cheese, macaroni casserole, NFS, macaroni and cheese, NFS, from home recipe, ready-to-eat, or frozen"
58145119,"Macaroni or noodles with cheese, made from reduced fat packaged mix, Kraft Macaroni and Cheese Deluxe 1/2 the fat dinner, made with 2% milk cheese"
32014,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared"
32016,"Macaroni or noodles with cheese, microwaveable, unprepared"
58145300,"Macaroni or noodles with cheese, whole grain"
58147340,"Macaroni or noodles, creamed, with cheese and tuna, Tuna Helper Fettuccine Alfredo"
58147330,"Macaroni or noodles, creamed, with cheese, fettucine alfredo"
58148180,"Macaroni or pasta salad with cheese, made with assorted vegetables and any dressing"
58148170,"Macaroni or pasta salad with chicken, made with assorted vegetables and any dressing"
58148140,"Macaroni or pasta salad with crab meat, made with assorted vegetables and any dressing"
58148120,"Macaroni or pasta salad with egg, made with assorted vegetables and any dressing"
58148550,"Macaroni or pasta salad with meat, made with assorted vegetables and any dressing"
58148150,"Macaroni or pasta salad with shrimp, made with assorted vegetables and any dressing"
58148160,"Macaroni or pasta salad with tuna and egg, made with assorted vegetables and any dressing"
58148130,"Macaroni or pasta salad with tuna, made with assorted vegetables and any dressing"
58148118,"Macaroni or pasta salad, made with any type of fat free dressing, fat free mayonnaise, fat free mayonnaise-type salad dressing, fat free Italian dressing, any fat free creamy dressing, fat free vinaigrette, with no dressing, made with assorted vegetables"
58148116,"Macaroni or pasta salad, made with creamy dressing, ranch dressing, ranch dip, peppercorn dressing, creamy Italian, creamy bacon dressing, creamy parmesan, cream cheese dressing, sour cream, blue cheese or roquefort cheese dressing, caesar dressing, French made with sour cream, made with assorted vegetables"
58148114,"Macaroni or pasta salad, made with Italian dressing, vinegar and oil, vinaigrette, Greek dressing, onion or Vidalia onion dressing, Champagne dressing, celery seed dressing, red wine, balsamic, or raspberry vinegar dressing, French dressing, made with assorted vegetables"
58148117,"Macaroni or pasta salad, made with light creamy dressing, diet, low calorie, low fat, reduced calorie, or reduced fat dressing, light ranch dressing, light ranch dip, light caesar dressing, light peppercorn dressing, light blue or roquefort cheese dressing, light French made with sour cream, light creamy bacon dressing, light creamy parmesan, light cream cheese dressing, light sour cream, light creamy Italian, made with assorted vegetables"
58148115,"Macaroni or pasta salad, made with light Italian dressing, diet, low calorie, low fat, reduced calorie, or reduced fat dressing, Newman's Own Light, light vinaigrette, light Greek dressing, light onion or Vidalia onion dressing, light celery seed dressing, light Champagne dressing, made with assorted vegetables"
58148113,"Macaroni or pasta salad, made with light mayonnaise-type salad dressing, diet, low calorie, low fat, reduced calorie, or reduced fat dressing, Miracle Whip Light, light coleslaw dressing, light ""slaw"" dressing, light imitation mayonnaise, Hellmann's Dijonnaise, made with assorted vegetables"
58148111,"Macaroni or pasta salad, made with light mayonnaise, diet, low calorie, low fat, reduced calorie, or reduced fat dressing, made with assorted vegetables"
58148112,"Macaroni or pasta salad, made with mayonnaise-type salad dressing, Miracle Whip, imitation mayonnaise, coleslaw dressing, ""slaw"" dressing, made with assorted vegetables"
58148110,"Macaroni or pasta salad, made with mayonnaise, made with assorted vegetables, Betty Crocker Suddenly Salad, NS as to type of dressing"
58503050,"Macaroni with beef and tomato sauce, baby food, toddler, Gerber Chunky Foods Macaroni Alphabets with Beef and Tomato Sauce, Gerber Graduates Macaroni and Beef in Sauce, Gerber Graduates Spaghetti with Mini Meatballs and Sauce, Beech-Nut Table Time Spaghetti Rings in Meat Sauce"
58140310,"Macaroni with tuna, Puerto Rican style, Macarrones con atun"
58509200,"Macaroni with vegetables, baby food, strained, Gerber Tender Harvest Pasta Primavera"
58503020,"Macaroni, tomatoes, and beef, baby food, junior, Beech-Nut Stage 3 Macaroni and Beef Dinner, Gerber Third Foods Dinner, Gerber Third Foods Lasagna"
58503000,"Macaroni, tomatoes, and beef, baby food, NS as to strained or junior, macaroni, beef, and vegetables, baby food, NFS"
58503010,"Macaroni, tomatoes, and beef, baby food, strained, Beech-Nut Stage 2 Macaroni and Beef Dinner, Gerber Second Foods Dinner"
20106,"Macaroni, vegetable, enriched, cooked"
27250300,Mackerel cake or patty
26121120,"Mackerel, baked or broiled, fat added, sauteed, fried with no coating, enenui, garfish, ono, needlefish, wahoo, NS as to fat"
26121121,"Mackerel, baked or broiled, no added fat, sauteed, fried with no coating, enenui, garfish, ono, needlefish, wahoo"
26121180,"Mackerel, canned"
26121131,"Mackerel, coated, baked or broiled, fat added, enenui, garfish, ono, needlefish, wahoo, NS as to fat"
26121132,"Mackerel, coated, baked or broiled, no added fat, enenui, garfish, ono, needlefish, wahoo"
26121140,"Mackerel, coated, fried, fried, NS as to coating, enenui, garfish, ono, needlefish, wahoo"
26121110,"Mackerel, cooked, NS as to cooking method, enenui, garfish, ono, needlefish, wahoo"
26121160,"Mackerel, pickled, enenui, garfish, ono, needlefish, wahoo"
26121100,"Mackerel, raw, enenui, garfish, ono, needlefish, wahoo"
26121190,"Mackerel, smoked, enenui, garfish, ono, needlefish, wahoo"
93301310,Mai Tai
14305,"Malt beverage, includes non-alcoholic beer"
67414100,"Mango dessert, baby food, Gerber Tropical Mango with Tapioca Dessert"
64204010,Mango nectar
9436,"Mango nectar, canned"
63129030,"Mango, canned"
62114050,"Mango, dried"
9178,"Mango, dried, sweetened"
63129050,"Mango, frozen"
